OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,district,zipcode
SI高頻測試工程師 (擴編),全職,07,工程／研發／生技,070110,RF通訊工程師,1,20260924,"◎#10 (工作地點 : 智賦科技股份有限公司土城廠)
1. 負責組裝生產高頻精密夾具與全自動高頻測試系統。
2. SI高頻量測，測試環境架設維護、文件撰寫。
3. 不良分析改善及對策提供。
4. 組裝高頻精密夾具與全自動高頻測試系統備的維護與測試。
5. 偶有出差需求（土城－南崁）。
6. 完成主管交辦事項
7. 無經驗可培訓。",新北市土城區,1年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=632167&HIRE_ID=14547469,智賦科技股份有限公司,20260724,土城區,236
烘焙技術員,全職,16,旅遊／餐飲／休閒,160203,西點、麵包烘焙人員,5,20260929,"1. 蛋糕製作，流程確認
2. 工作環境清潔維護",新北市土城區,無,日班,月薪,31350,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=669530&HIRE_ID=14562079,旺默食品企業有限公司,20260731,土城區,236
(9/16徵才)文案企劃,全職,21,行銷／企劃／專案,210103,行銷企劃人員,1,20261031,"08:30-18:00
週休二日
1.依據SEO策略撰寫並優化集團網站、基金會、行銷文宣、
廣告等各式文案,提高自然搜尋曝光度與點擊率
2.研究與洞察市場,關注趨勢與受眾需求、分析競爭策略,提升內容吸引力
3.針對不同內容需求提出創意構想與文案,撰寫活動簡介、邀請函FAQ等文案,
協助推廣與提升參與度
4.跨部門合作,溝通文案內容,符合整體企劃需求與品牌方向
5.其他主管交辦事項
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=153864&HIRE_ID=14621531,大豐有線電視股份有限公司,20260825,土城區,236
理貨人員,全職,15,物流／運輸／資材,150107,倉儲物流人員,1,20260913,"#08◎
1. 驗收物流貨物、清點盤存作業。
2. 從事物流貨物、重整、包裝作業。
3. 執行作業區環境整理、清潔維護作業。
4. 進行商品入倉、交期、送貨、調度安排等相關工作。
5. 建置物流作業管控點及制定相關之管理報表。
6. 進行零售商品庫存管理及售後服務調查。
7. 配合業務需求，適時調整物流及倉庫相關作業。
8. 為後勤系統與零售體系間溝通運作之窗口。
9. 製作及管理客戶訂單報表。
10. 規劃配送路線。",新北市土城區,無,日班,月薪,30000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2397375&HIRE_ID=14518219,上慶金屬科技股份有限公司,20260713,土城區,236
廣告設計美編兼總監特助,全職,05,廣告／公關／設計,050303,美編人員及助理,5,20261231,從事報刊、雜誌及圖冊的封面及版面之規畫設計與美術加工，及協助設計總監交付的工作。,新北市土城區,無,日班,月薪,33000,35000,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=910187&HIRE_ID=13835565,弦鉅設計有限公司,20250930,土城區,236
(9/16徵才)機構長期工讀,全職,07,工程／研發／生技,070204,機構工程師,2,額滿為止,"1.協助工程師及文件整理
2.協助執行專案相關技術資料建立
3.主管及工程師交辦事項
4.*熟機構設計2D及3D繪圖軟體
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,日班,時薪,196,200,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=409842&HIRE_ID=14616583,桓達科技股份有限公司,20260821,土城區,236
(9/16徵才)化驗工程師,全職,07,工程／研發／生技,070304,實驗化驗人員,1,20261024,"1.各槽液分析
2.各信賴性儀器操作
3.化驗數據管制圖分析
4.各槽液異常追蹤
5.化驗方法制定
6.工作時間：固定中班 16:00-00:40、用餐時間40分，週休二日
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,夜班、中班,月薪,38700,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150954&HIRE_ID=14619501,燿華電子股份有限公司,20260824,土城區,236
,全職,10,技術／維修／操作,100390,其它機械操作員,12,20260826,操作機台(油壓機、混和機)、搬貨25公斤以內，有輔具(中間休息時間90分鐘),新北市土城區,無,日班,月薪,31500,37485,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2277703&HIRE_ID=14604929,晶勵有限公司,20260818,土城區,236
庫務專員/理貨人員,全職,15,物流／運輸／資材,150304,倉管人員,4,20261031,"1.負責庫存管理，清點每日工廠到貨與退貨數量。
2.整理每日到貨與倉庫環境維護清潔。
3.對點業務員領、退貨與容器數量清點輸入與修正。
*需搬運重物*
",新北市土城區,無,日班、夜班,月薪,29500,-,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=39596&HIRE_ID=13573923,光泉牧場股份有限公司,20260820,土城區,236
生產作業員,全職,09,品管／製造／環衛,090218,包裝作業員,5,20260924,"◎#10 (工作地點 : 智賦科技股份有限公司土城廠)
1. 協助製造現場進行產品組裝、檢驗、包裝及出貨相關作業。
2. 配合主管安排，完成各項生產及流程相關工作。
3. 熟悉電動起子操作，具焊錫經驗尤佳。
4. 工作內容偶有久站或久坐需求。
5. 面試時安排實作測試，讓您更了解工作內容及環境。

上班時間：08:30~17:30
午休時間：12:30~13:30
間休時間：10:30-10:40、15:30-15:40",新北市土城區,1年以上,日班,月薪,30000,30000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=632167&HIRE_ID=14547643,智賦科技股份有限公司,20260724,土城區,236
(9/16徵才)系統高級工程師,全職,09,品管／製造／環衛,090107,品管/品保工程師,2,20261024,"1.Linux&Windows系統管理及建置實務
2.MS-SQL、MySQL、Oracle資料庫系統管理及建置
3.工作時間：日班08:00-16:40、用餐時間40分，週休二日
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,日班,月薪,50000,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150954&HIRE_ID=14619551,燿華電子股份有限公司,20260824,土城區,236
(9/16徵才)品管工程師,全職,09,品管／製造／環衛,090107,品管/品保工程師,3,額滿為止,"1.產品品質稽核及切片品質分析
2.外包品質異常處理
3.品保系統協助維持
4.工作時間：固定中班 16:00-00:40、固定夜班 00:00-08:40、用餐時間40分，週休二日
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,夜班、中班,月薪,38700,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150954&HIRE_ID=14619497,燿華電子股份有限公司,20260824,土城區,236
廠務助理,全職,09,品管／製造／環衛,090214,廠務助理,2,20260924,"◎#02
未來上班地點：鶯歌廠
廠務助理工作內容：
1. 生產製令工單開立。
2. 產線排程進度追蹤。
3. 廠內之採購、產、銷協調等行政事務
4. 物料管理、記錄之文書作業及報表製作
5. ERP出入庫帳務管理
6. 協助主管處理廠務相關作業等
7. 主管交辦事項。",新北市土城區,無,日班,月薪,32000,35000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=149889&HIRE_ID=14548015,奇鈺精密鑄造股份有限公司,20260724,土城區,236
鈑金廠主管,全職,09,品管／製造／環衛,090101,工廠主管,3,20261010," #12◎
1.負責機械零件的委外加工與採購作業。
2.詢價、比價、議價。
3.追蹤外包加工的進度，確保如期交貨。
4.確認廠商的送貨與收貨安排時間。
5.辦理製程轉換與原物料的發料作業。
6.處理日常相關的文書與資料整理工作。
休息：10：00-10：08
           12：08-13：00
           15：00-15：08
",新北市土城區,2年以上,日班,月薪,35000,40000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=548767&HIRE_ID=14584995,鴻宇鈑金工業股份有限公司,20260810,土城區,236
研發人員,全職,07,工程／研發／生技,070203,產品研發工程師,1,20261231,"1. 負責新材料的評估、測試、分析與選擇。
2. 開發新型材料、元件及其製造技術。
3. 負責新產品或技術的製程開發及導入。
4. 負責產品驗證及異常分析。
5. 協助製程改善。",新北市土城區,無,日班,月薪,36000,42000,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=151474&HIRE_ID=14468155,新美光股份有限公司,20260814,土城區,236
客服內勤小幫手(土城區),全職,06,客服／門市,060102,客戶服務人員,2,20321231,"工作內容:
◆擔任網路內勤客服，接聽客服電話及信件回覆
◆每日訂單處理作業、退換貨、客服電話處理
◆主動積極穩定性高
◆中打速度40/分以上
◆協助主管交辦事項
◆樂觀開朗，對工作有責任感、細心",新北市土城區,無,日班,時薪,196,196,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=454139&HIRE_ID=11417405,奧運實業有限公司,20220901,土城區,236
(9/16徵才)製程工程師,全職,09,品管／製造／環衛,090211,製程工程師,1,額滿為止,"1.生產組裝測試
2.制定製造程序與產品標準
3.負責新產品製程導入
4.產量及良率分析、監控和改善
5.製程相關教育訓練規劃
6.主管交辦事項
7.可配合加班
8.工作時間：08:00-17:10，週休二日，中午休息1小時，上下午各休息10分鐘
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,日班,月薪,38000,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=409842&HIRE_ID=14616601,桓達科技股份有限公司,20260821,土城區,236
業務助理,全職,02,業務／貿易／銷售,020103,業務助理,3,額滿為止,"1.核對、處理並追蹤客戶訂單。
2.協助業務人員處理內部行政作業。
3.其他主管交辦事項。

※新人試用期為三個月，期滿依據績效考核辦法調薪。",新北市土城區,無,日班,月薪,32000,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=68803&HIRE_ID=14522573,福和生鮮農產股份有限公司,20260714,土城區,236
OP/內勤,全職,16,旅遊／餐飲／休閒,160108,OP／旅行社人員,1,20261231,"負責招攬旅遊業務
代辦出國及簽證手續
協助旅客安排規畫行程、食宿、交通工具等。
電腦文書、美編",新北市土城區,無,日班,月薪,29500,33000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2254405&HIRE_ID=13784945,登峰國際旅行社股份有限公司土城分公司,20250903,土城區,236
居家照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,3,額滿為止,陪伴個案、協助老人家洗澡換尿布 服務區域:土城區,新北市土城區,無,日班,時薪,230,230,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2685865&HIRE_ID=14511521,馨中健康事業股份有限公司附設新北市私立沐馨居家長照機構,20260709,土城區,236
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260827,"一、身體清潔：協助被照顧者洗澡、擦澡、洗頭、口腔清潔及更衣。
二、飲食起居：協助餵食、準備被照顧者專屬的餐點，並預防進食嗆咳。
三、活動協助：協助翻身、拍背、上下床、移位至輪椅及進行簡單的肢體關節活動。
四、按時服藥：依照醫囑協助餵藥、點眼藥水或使用吸入器。
五、陪同就醫：陪伴長輩或病患前往醫院看診、拿藥及復健。
六、專屬環境清潔：清洗被照顧者的衣物、清理其房間與使用過的器物。",新北市土城區,無,,月薪,32000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2697705&HIRE_ID=14613999,林先生,20260820,土城區,236
